time,lasttime,lat,lng,speed,course,altitude,comment,,
4/19/2014 15:45,4/19/2014 15:45,40.41666,-86.94718,19,269,329,OpenAPRS Mobile Edition,1397922300,1397922300
4/19/2014 15:47,4/19/2014 15:47,40.41707,-86.95677,26,274,496,OpenAPRS Mobile Edition,1397922420,1397922420
4/19/2014 15:49,4/19/2014 15:49,40.41771,-86.9689,30,260,905,MT-AIO,1397922540,1397922540
4/19/2014 15:51,4/19/2014 15:51,40.41449,-86.97465,17,204,1293,MT-AIO,1397922660,1397922660
4/19/2014 15:53,4/19/2014 15:53,40.40952,-86.97888,19,195,1676,MT-AIO,1397922780,1397922780
4/19/2014 15:55,4/19/2014 15:55,40.40497,-86.98066,17,184,2051,MT-AIO,1397922900,1397922900
4/19/2014 15:57,4/19/2014 15:57,40.40099,-86.98346,17,209,2410,MT-AIO,1397923020,1397923020
4/19/2014 15:59,4/19/2014 15:59,40.39737,-86.98826,15,228,2742,MT-AIO,1397923140,1397923140
4/19/2014 16:01,4/19/2014 16:01,40.39424,-86.99255,9,218,3065,MT-AIO,1397923260,1397923260
4/19/2014 16:03,4/19/2014 16:03,40.39292,-86.99548,9,227,3383,MT-AIO,1397923380,1397923380
4/19/2014 16:05,4/19/2014 16:05,40.39146,-86.99846,6,227,3677,MT-AIO,1397923500,1397923500
4/19/2014 16:07,4/19/2014 16:07,40.3896,-86.99814,7,132,3967,MT-AIO,1397923620,1397923620
4/19/2014 16:09,4/19/2014 16:09,40.38757,-86.99461,9,123,4242,MT-AIO,1397923740,1397923740
4/19/2014 16:11,4/19/2014 16:11,40.38502,-86.99207,9,211,4501,MT-AIO,1397923860,1397923860
4/19/2014 16:13,4/19/2014 16:13,40.38109,-86.99407,19,203,4764,MT-AIO,1397923980,1397923980
